year,date,section_id,text,fallacy,subcategory,speaker,complete_date,filename,component_id,component_span,component_text
2020,22Oct,1,"we have to protect our seniors, we have to protect our elderly, we have to protect, especially, our seniors with heart problems and diabetes problems, and we will protect them.",Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,T248,15371 15381,we have to
2020,22Oct,2,I get treated worse than the Tea Party got treated,Appeal to Emotion,Appeal to pity,,22 10 2020,45_2020,T69,31653 31703,I get treated worse than the Tea Party got treated
2020,22Oct,2,"A lot of people in there, deep down in the IRS, they treat me horribly",Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,T70,31705 31776,"A lot of people in there, deep down in the IRS, they treat me horribly."
2020,22Oct,2,"I get treated very badly by the IRS, very unfairly",Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,,,
2020,22Oct,2,I was put through a phony witch hunt for three years,Appeal to Emotion,Appeal to pity,,22 10 2020,45_2020,,,
2020,22Oct,2,No president should ever have to go through what I went through,Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,T188,7462 7464,No
2020,22Oct,2,"You’re sitting at the kitchen table this morning deciding, well, we can’t get new tires, they’re bald, because we have to wait another month or so. Or are we going to be able to pay the mortgage? Who’s going to tell her, she can’t go back to community college?",Appeal to Emotion,Appeal to pity,BIDEN,22 10 2020,45_2020,T367,14318 14324,we can
2020,22Oct,2,he left me a mess,Appeal to Emotion,Appeal to pity,,22 10 2020,45_2020,,,
2020,22Oct,2,They left me a mess.,Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,T117,45960 45980,They left me a mess.
2020,22Oct,4,very liberal people that cried in my office–they cried in the Oval Office.,Appeal to Emotion,Appeal to pity,TRUMP,22 10 2020,45_2020,,,
2020,29Sep,5,"My son was in Iraq. He spent a year there. He got, he got the Bronze Star. He got the Conspicuous Service Medal. He was not a loser.",Appeal to Emotion,Appeal to pity,BIDEN,29 9 2020,46_2020,,,
2020,29Sep,6,"They came after me spying on my campaign. They started from the day I won, and even before I won.",Appeal to Emotion,Appeal to pity,TRUMP,29 9 2020,46_2020,T472,98566 98607,They came after me spying on my campaign.
2020,7Oct,1,"American lives that have been lost, families that are grieving that loss.",Appeal to Emotion,Appeal to pity,HARRIS,7 10 2020,44_2020,,,
2020,7Oct,1,You know there’s not a day gone by that I haven’t thought of every American family that’s lost a loved one. And I want all of you to know that you’ll always be in our hearts and in our prayers.,Appeal to Emotion,Appeal to pity,,7 10 2020,44_2020,T265,2131 2137,I have
2020,7Oct,2,how moved we’ve all been by the outpouring of prayers and concern for the President.,Appeal to Emotion,Appeal to pity,PENCE,7 10 2020,44_2020,,,
2020,7Oct,5,Breaks my heart to reflect on it,Appeal to Emotion,Appeal to pity,PENCE,7 10 2020,44_2020,,,
2020,7Oct,5,with a heart that broke the heart of every American,Appeal to Emotion,Appeal to pity,PENCE,7 10 2020,44_2020,,,
2020,7Oct,8,"you have to know Joe’s story to know that Joe has known pain, he has known suffering, and he has known love.",Appeal to Emotion,Appeal to pity,HARRIS,7 10 2020,44_2020,,,
2008,15Oct,6,America needs a new direction.,Appeal to Emotion,Flag waving,MCCAIN,15 10 2008,36_2008,T801,84385 84414,America needs a new direction
2008,15Oct,6,I think we all know America is going through tough times right now.,Appeal to Emotion,Flag waving,OBAMA,15 10 2008,36_2008,T822,85963 86021,we all know America is going through tough times right now
1976,22Oct,2,"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.",Appeal to Emotion,Flag waving,FORD,22 10 1976,7_1976,T372,12794 12866,I think this election is one of the mast vital in the history of America
1960,21Oct,7,"We have to let them know that we want to help them, not because we're simply trying to save our own skins, not because we're simply trying to fight Communism; but because we care for them, because we stand for freedom, because if there were no Communism in the world, we would still fight poverty and misery and disease and tyranny.",Appeal to Emotion,Flag waving,NIXON,21 10 1960,4_1960,T356,44747 44767,we want to help them
1996,09Oct,1,This is the greatest democracy in the world.,Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T3,1405 1448,This is the greatest democracy in the world
1996,09Oct,1,Our education is not up to the standards that the American family and the American people want for their children.,Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T30,5801 5914,Our education is not up to the standards that the American family and the American people want for their children
1996,09Oct,2,"That when people own something, they have a stake in the American dream. That is Affirmative Action in America.",Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T137,13232 13303,"That when people own something, they have a stake in the American dream"
1992,13Oct,8,"This election is about the future of our country, not about personal attacks against one candidate or another.",Appeal to Emotion,Flag waving,GORE,13 10 1992,18_1992,T732,77256 77304,This election is about the future of our country
1992,13Oct,8,The US is in deep trouble.,Appeal to Emotion,Flag waving,STOCKDALE,13 10 1992,18_1992,T758,80956 80981,The US is in deep trouble
1992,13Oct,8,"Give us a chance. With your help, we'll change this country and we can't wait to get started.",Appeal to Emotion,Flag waving,GORE,13 10 1992,18_1992,T779,82768 82842,"With your help, we'll change this country and we can't wait to get started"
2000,11Oct,4,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people.",Appeal to Emotion,Flag waving,BUSH,11 10 2000,27_2000,T507,41658 41729,"I believe, as sure as I'm sitting here, that most Americans really care"
2000,05Oct,7,"We are supporting them in their efforts and will continue to support them until the Iraqi people rise up and do what the people of Serbia have done in the last few days, get rid of a despot. We'll welcome you back into the family of nations where you belong.",Appeal to Emotion,Flag waving,LIEBERMAN,5 10 2000,26_2000,T634,43517 43583,We'll welcome you back into the family of nations where you belong
1960,13Oct,7,Communism is the enemy of all religions; and we who do believe in God must join together.,Appeal to Emotion,Flag waving,NIXON,13 10 1960,3_1960,T396,29678 29717,Communism is the enemy of all religions
1960,13Oct,7,"I obviously repudiate the Klan; I repudiate anybody who uses the religious issue; I will not tolerate it, I have ordered all of my people to have nothing to do with it and I say - say to this great audience, whoever may be listening, remember, if you believe in America, if you want America to set the right example to the world, that we cannot have religious or racial prejudice.",Appeal to Emotion,Flag waving,NIXON,13 10 1960,3_1960,T387,29918 29948,I obviously repudiate the Klan
1960,13Oct,12,"Beyond that, as far as the gold supply is concerned, and as far as the movement of gold is concerned, uh - we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom.",Appeal to Emotion,Flag waving,NIXON,13 10 1960,3_1960,T123,50119 50283,we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom
1960,13Oct,12,The United States cannot continue to carry the major share of this burden by itself.,Appeal to Emotion,Flag waving,NIXON,13 10 1960,3_1960,T128,51053 51136,The United States cannot continue to carry the major share of this burden by itself
2016,09Oct,1,"else.If we set those goals and we go together to try to achieve them, there’s nothing in my opinion that America can’t do.",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T44,2639 3084;3085 3201,"That's why the slogan of my campaign is “Stronger Together,” because I think if we work together, if we overcome the divisiveness that sometimes sets Americans against one another, and instead we make some big goals—and I've set forth some big goals, getting the economy to work for everyone, not just those at the top, making sure that we have the best education system from preschool through college and making it affordable, and so much else.If we set those goals and we go together to try to achieve them, there's nothing in my opinion that America can't do"
2016,09Oct,1,"I want us to heal our country and bring it together because that’s, I think, the best way for us to get the future that our children and our grandchildren deserve.",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T47,3544 3706,"I want us to heal our country and bring it together because that's, I think, the best way for us to get the future that our children and our grandchildren deserve"
2016,09Oct,1,We’re going to have a strong border. We’re going to bring back law and order.,Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T58,5198 5234,We're going to have a strong border.
2016,09Oct,1,"I want to do things that haven’t been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it. It’s called make America great again.",Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T65,5495 5706,"I want to do things that haven't been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it"
2016,09Oct,1,And I will tell you that I’m going to make our country safe.,Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T14,7976 8010,I'm going to make our country safe
2016,09Oct,1,"That’s why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity.These",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T106,10305 10477,"that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity"
2016,09Oct,1,"I’m going to help the African-Americans. I’m going to help the Latinos, Hispanics.",Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T114,11266 11305,I'm going to help the African-Americans
1984,07Oct,1,"Absolutely, and I proposed over a hundred billion dollars in cuts in Federal spending over 4 years, but I am not going to cut it out of Social Security and Medicare and student assistance and things -- [applause] -- that people need.",Appeal to Emotion,Flag waving,MONDALE,7 10 1984,10_1984,T33,9722 9804,I proposed over a hundred billion dollars in cuts in Federal spending over 4 years
2000,11Oct,2,Our bonds with Israel are larger than agreements or disagreements on some details of diplomatic initiatives.,Appeal to Emotion,Flag waving,GORE,11 10 2000,27_2000,T136,9150 9257,Our bonds with Israel are larger than agreements or disagreements on some details of diplomatic initiatives
2000,11Oct,2,"They are historic, they are strong, and they are enduring.",Appeal to Emotion,Flag waving,GORE,11 10 2000,27_2000,T137,9259 9276,They are historic
2000,11Oct,2,I want everybody to know should I be the president Israel's going to be our friend.,Appeal to Emotion,Flag waving,BUSH,11 10 2000,27_2000,T147,9841 9898,should I be the president Israel's going to be our friend
2000,11Oct,2,I'm going to stand by Israel,Appeal to Emotion,Flag waving,BUSH,11 10 2000,27_2000,T148,9900 9928,I'm going to stand by Israel
2000,11Oct,2,I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel.,Appeal to Emotion,Flag waving,BUSH,11 10 2000,27_2000,T147,9841 9898,should I be the president Israel's going to be our friend
2000,11Oct,6,I will not do anything to affect the rights of hunters or sportsmen.,Appeal to Emotion,Flag waving,GORE,11 10 2000,27_2000,T595,50518 50585,I will not do anything to affect the rights of hunters or sportsmen
1976,22Oct,1,I know I'm ready for it. I think the American people are too.,Appeal to Emotion,Flag waving,CARTER,22 10 1976,7_1976,T37,8146 8169,I know I'm ready for it
2000,03Oct,6,"First of all Â I want to make it clear, our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world.",Appeal to Emotion,Flag waving,GORE,3 10 2000,25_2000,T616,39471 39599,"our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world"
2016,26Sep,1,I want us to invest in you. I want us to invest in your future.,Appeal to Emotion,Flag waving,CLINTON,26 9 2016,41_2016,T17,2892 2918,I want us to invest in you
2016,26Sep,1,I've heard from so many of you about the difficult choices you face and the stresses that you're under,Appeal to Emotion,Flag waving,CLINTON,26 9 2016,41_2016,T26,3547 3649,I’ve heard from so many of you about the difficult choices you face and the stresses that you’re under
2016,26Sep,1,incomes.I want us to invest in you.,Appeal to Emotion,Flag waving,CLINTON,26 9 2016,41_2016,T17,2892 2918,I want us to invest in you
2016,26Sep,1,I want us to invest in your future.,Appeal to Emotion,Flag waving,CLINTON,26 9 2016,41_2016,T18,2920 2954,I want us to invest in your future
2000,03Oct,11,will fight for middle-class families and working men and women and I will never let you down.,Appeal to Emotion,Flag waving,GORE,3 10 2000,25_2000,T183,80916 80941,I will never let you down
2016,19Oct,3,"I will defend Planned Parenthood .  I will defend Roe v .  Wade, and I will defend women's rights to make their own health care decisions .",Appeal to Emotion,Flag waving,TRUMP,19 10 2016,43_2016,T109,5608 5614,I will
2004,30Sep,2,"My message to our troops is, ""Thank you for what you're doing. We're standing with you strong. We'll give you all the equipment you need. And we'll get you home as soon as the mission's done, because this is a vital mission.""",Appeal to Emotion,Flag waving,BUSH,30 9 2004,29_2004,T281,23127 23175,we'll get you home as soon as the mission's done
1960,13Oct,10,We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately.,Appeal to Emotion,Flag waving,NIXON,13 10 1960,3_1960,T44,42220 42351,We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately
2016,09Oct,3,"And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it.As",Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T277,33349 33432,we have to be sure that Muslims come in and report when they see something going on
2016,09Oct,3,Look at that horrible—these are radical Islamic terrorists.And,Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T308,33990 34048,Look at that horrible—these are radical Islamic terrorists
2016,09Oct,3,"Ali.My vision of America is an America where everyone has a place, if you’re willing to work hard, you do your part, you contribute to the community. That’s what America is. That’s what we want America to be for our children and our grandchildren.It",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T283,35192 35214,That's what America is
2016,09Oct,3,We need American Muslims to be part of our eyes and ears on our front lines.,Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T318,35418 35493,We need American Muslims to be part of our eyes and ears on our front lines
2016,09Oct,3,violent jihadist terrorists.We,Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T323,35988 36059;36060 36088,"this is a gift to ISIS and the terrorists, violent jihadist terrorists.We are not at war with Islam"
1980,21Sep,7,We came from 100 different corners of the earth.,Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T358,51079 51127,We came from 100 different corners of the earth.
1980,21Sep,7,We spoke a multitude of tongues.,Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T359,51128 51160,We spoke a multitude of tongues.
1980,21Sep,7,"We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches.",Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T360,51202 51371,"went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches."
1980,21Sep,7,"If wind, water or fire destroyed them, we built them again.",Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T361,51372 51431,"If wind, water or fire destroyed them, we built them again."
1980,21Sep,7,"And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part.",Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T362,51467 51598,"we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part"
1980,21Sep,7,"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth.",Appeal to Emotion,Flag waving,REAGAN,21 9 1980,8_1980,T341,52441 52609,"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth"
2008,15Oct,2,"Now, look, Americans are hurting tonight and they're angry and I understand that, and they want a new direction.",Appeal to Emotion,Flag waving,MCCAIN,15 10 2008,36_2008,T3,3056 3069,they're angry
1976,22Oct,9,"I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs.",Appeal to Emotion,Flag waving,CARTER,22 10 1976,7_1976,T580,41811 41966,I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people
1996,06Oct,8,"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",Appeal to Emotion,Flag waving,CLINTON,6 10 1996,22_1996,T701,56595 56653,I believe America is the greatest country in human history
1996,06Oct,8,The American people should make up their own mind.,Appeal to Emotion,Flag waving,CLINTON,6 10 1996,22_1996,T874,70421 70470,The American people should make up their own mind
1980,28Oct,9,"The United States must be a nation strong; the United States must be a nation secure. We must have a society that's just and fair. And we must extend the benefits of our own commitment to peace, to create a peaceful world.",Appeal to Emotion,Flag waving,CARTER,28 10 1980,9_1980,T537,81818 81859,The United States must be a nation strong
1980,28Oct,9,"I would like to have a crusade today, and I would like to lead that crusade with your help. And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Appeal to Emotion,Flag waving,REAGAN,28 10 1980,9_1980,T579,86206 86296,"I would like to have a crusade today, and I would like to lead that crusade with your help"
2008,15Oct,4,"Well, it is a terribly painful situation for Americans.",Appeal to Emotion,Flag waving,MCCAIN,15 10 2008,36_2008,T514,56298 56346,it is a terribly painful situation for Americans
2000,03Oct,9,"You know, I think the American people deserve credit for the great economy that we have.",Appeal to Emotion,Flag waving,GORE,3 10 2000,25_2000,T915,67756 67833,I think the American people deserve credit for the great economy that we have
2016,09Oct,7,"It’s with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans.And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he’s never apologized for.",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T657,74040 74260,"It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans"
1960,26Sep,7,I favor higher salaries for teachers.,Appeal to Emotion,Flag waving,NIXON,26 9 1960,1_1960,T373,37232 37269,I favor higher salaries for teachers.
1980,21Sep,3,I would not leave this country go undefended.,Appeal to Emotion,Flag waving,ANDERSON,21 9 1980,8_1980,T117,21112 21156,I would not leave this country go undefended
1976,06Oct,1,"We've lost in our foreign policy, the character of the American people.",Appeal to Emotion,Flag waving,CARTER,6 10 1976,6_1976,T7,3180 3212;3212 3250,"We've lost in our foreign policy, the character of the American people"
2004,08Oct,14,"The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law. Will we have equal opportunity? Will women's rights be protected? Will we have equal pay for women, which is going backwards? Will a woman's right to choose be protected?",Appeal to Emotion,Flag waving,KERRY,8 10 2004,31_2004,T291,77273 77416,"The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law"
1976,23Sep,3,Keep my promises to the American people.,Appeal to Emotion,Flag waving,CARTER,23 9 1976,5_1976,T239,18238 18277,Keep my promises to the American people
1996,09Oct,3,The problems between races in America must be addressed.,Appeal to Emotion,Flag waving,GORE,9 10 1996,23_1996,T151,15954 16009,The problems between races in America must be addressed
1996,09Oct,3,"We have people getting access to capital. Small businessmen and women, African-American, Asian Americans, Latino Americans, female Americans would be able to start their businesses.",Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T199,22077 22117,We have people getting access to capital
2000,17Oct,15,And I had the will of the people in my state behind me.,Appeal to Emotion,Flag waving,BUSH,17 10 2000,28_2000,T332,77293 77343,I had the will of the people in my state behind me
2012,16Oct,6,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work.",Appeal to Emotion,Flag waving,OBAMA,16 10 2012,39_2012,T670,52210 52404,"the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work"
1992,13Oct,6,This issue is an issue that divides Americans deeply.,Appeal to Emotion,Flag waving,QUAYLE,13 10 1992,18_1992,T605,57075 57128,This issue is an issue that divides Americans deeply.
1960,07Oct,10,I'm talking about a national mood.,Appeal to Emotion,Flag waving,KENNEDY,7 10 1960,2_1960,T39,45123 45156,I'm talking about a national mood
1960,07Oct,10,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,Appeal to Emotion,Flag waving,KENNEDY,7 10 1960,2_1960,T40,45158 45298,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe
2016,09Oct,5,And what that’s going to do is a disaster for the country.,Appeal to Emotion,Flag waving,TRUMP,9 10 2016,42_2016,T468,49137 49185,that's going to do is a disaster for the country
2016,09Oct,5,"million.We have to make up for lost times, because I want to invest in you. I want to invest in hard-working families.",Appeal to Emotion,Flag waving,CLINTON,9 10 2016,42_2016,T490,51587 51628,I want to invest in hard-working families
1984,21Oct,3,"We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",Appeal to Emotion,Flag waving,MONDALE,21 10 1984,12_1984,T204,22316 22349,We are a government by the people
2000,05Oct,11,"I had a friend a while ago who works in the government, works at the White House, African-American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin. That can't be in America anymore.",Appeal to Emotion,Flag waving,LIEBERMAN,5 10 2000,26_2000,T132,64400 64432,That can't be in America anymore
1980,28Oct,8,"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country. We have made remarkable success.",Appeal to Emotion,Flag waving,CARTER,28 10 1980,9_1980,T520,78995 79256,I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living
1996,09Oct,4,"This country is split between those who call themselves pro-choice, and I'm sure, very sincerely, and those of us who call ourselves pro-life, this is a very emotional issue.",Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T315,33497 33638,"This country is split between those who call themselves pro-choice, and I'm sure, very sincerely, and those of us who call ourselves pro-life"
1996,09Oct,4,We will never allow a woman's right to choose to be taken away.,Appeal to Emotion,Flag waving,GORE,9 10 1996,23_1996,T310,35457 35519,We will never allow a woman's right to choose to be taken away
1996,09Oct,4,"Bob Dole and Jack Kemp will try to remind the American people of what a tremendous asset our children are and why there should be protection for innocent human life, including that of the unborn.",Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T313,35635 35829,"Bob Dole and Jack Kemp will try to remind the American people of what a tremendous asset our children are and why there should be protection for innocent human life, including that of the unborn"
1996,06Oct,10,"Folks, we can build that bridge to the 21st Century, big enough and strong enough for all of us to walk across, and I hope you will help me build it.",Appeal to Emotion,Flag waving,CLINTON,6 10 1996,22_1996,T74,91317 91361,we can build that bridge to the 21st Century
1996,06Oct,10,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",Appeal to Emotion,Flag waving,DOLE,6 10 1996,22_1996,T87,92691 92743,We are the greatest country on the face of the earth
2004,30Sep,6,"I believe America's best days are ahead of us because I believe that the future belongs to freedom, not to fear.  That's the country that I'm going to fight for.",Appeal to Emotion,Flag waving,KERRY,30 9 2004,29_2004,T903,80062 80107,I believe America's best days are ahead of us
1992,15Oct,5,The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities.,Appeal to Emotion,Flag waving,PEROT,15 10 1992,21_1992,T607,6091 6163,The facts are though -- the facts are -- the American people are hurting
2012,16Oct,11,I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future.,Appeal to Emotion,Flag waving,ROMNEY,16 10 2012,39_2012,T196,96357 96404,I care about 100 percent of the American people
2004,13Oct,5,"But I also believe that because we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace.",Appeal to Emotion,Flag waving,KERRY,13 10 2004,32_2004,T594,25421 25594,"we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace"
2012,16Oct,7,"But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants.",Appeal to Emotion,Flag waving,ROMNEY,16 10 2012,39_2012,T747,58629 58659,this is a nation of immigrants
1996,09Oct,5,It's unbelievable that we could cause a drop in the standard of living of a friendly country like Mexico by nearly 40 to 50 percent.,Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T371,43184 43315,It's unbelievable that we could cause a drop in the standard of living of a friendly country like Mexico by nearly 40 to 50 percent
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",Appeal to Emotion,Flag waving,GORE,9 10 1996,23_1996,T375,44367 44462,The United States of America shouldn't be blamed for the management of Mexico's monetary policy
1976,22Oct,15,"The American people are healed, are working together.",Appeal to Emotion,Flag waving,FORD,22 10 1976,7_1976,T264,70619 70671,"The American people are healed, are working together"
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",Appeal to Emotion,Flag waving,CARTER,22 10 1976,7_1976,T317,74871 74898,we can achieve great things
1960,07Oct,3,this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,Appeal to Emotion,Flag waving,NIXON,7 10 1960,2_1960,T246,13023 13068,it's a Northern problem and a Western problem
2004,05Oct,11,John Kerry and I will always fight for the American people.,Appeal to Emotion,Flag waving,EDWARDS,5 10 2004,30_2004,T387,94955 95013,John Kerry and I will always fight for the American people
1996,09Oct,10,"We need somebody who understands the potential of the American people, who are not just doing well for ourselves, we need to do well for the rest of the world, because they're looking at us.",Appeal to Emotion,Flag waving,KEMP,9 10 1996,23_1996,T96,75155 75224,We need somebody who understands the potential of the American people
2008,15Oct,5,We have to change the culture of America.,Appeal to Emotion,Flag waving,MCCAIN,15 10 2008,36_2008,T654,68798 68838,We have to change the culture of America
1992,13Oct,3,Bill Clinton's top priority is putting America back to work.,Appeal to Emotion,Flag waving,GORE,13 10 1992,18_1992,T179,18388 18447,Bill Clinton's top priority is putting America back to work
2004,08Oct,15,"But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that.",Appeal to Emotion,Flag waving,KERRY,8 10 2004,31_2004,T302,78599 78614,I can't do that
1960,26Sep,1,"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain",Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T1,1375 1537,"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain"
1960,26Sep,1,"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom",Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T11,2037 2182,"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom"
1960,26Sep,1,I am not satisfied as an American with the progress that we're making,Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T14,2766 2836,I am not satisfied as an American with the progress that we're making
1960,26Sep,1,"This is a great country, but I think it could be a greater country",Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T15,2867 2904,I think it could be a greater country
1960,26Sep,1,"this is a powerful country, but I think it could be a more powerful country",Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T16,2941 2985,I think it could be a more powerful country
1960,26Sep,1,I think that's the only way that the United States is going to maintain its freedom,Appeal to Emotion,Flag waving,KENNEDY,26 9 1960,1_1960,T45,6481 6565,I think that's the only way that the United States is going to maintain its freedom
1960,26Sep,1,the United States should move ahead,Appeal to Emotion,Flag waving,NIXON,26 9 1960,1_1960,T68,8564 8697,"I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead"
1960,26Sep,1,we have programs which we believe will move America,Appeal to Emotion,Flag waving,NIXON,26 9 1960,1_1960,T97,13492 13544,we have programs which we believe will move America
2000,03Oct,12,"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families.",Appeal to Emotion,Flag waving,GORE,3 10 2000,25_2000,T267,88551 88673,"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families"
